datetime_utc,counts_raw,counts_clean,rolling_mean,rolling_std,zscore,nowcast_probability,forecast_class,alert_level,hxr,is_true_flare,label_nowcast,nowcast_proba
2026-06-30 06:55:23,,2.7571427566664557,6.431366450668122,1.5473112129555908,-2.3745860816438475,,,,2.242857116673674,0,0,0.0
2026-06-30 06:55:24,,1.5285713842936914,6.22708332290252,1.8142865998387327,-2.5897297114629905,,,,1.171428559081896,0,0,0.0
2026-06-30 06:55:25,0.3,0.3000000119209289,5.989999990463257,2.135344711032768,-2.6646751330110003,0.0949,B2.1,normal,0.1000000014901161,0,0,0.0
2026-06-30 06:55:26,,4.766666677263048,5.942948709186326,2.1059127601477265,-0.558561612141591,,,,1.033333334657881,0,0,0.0
2026-06-30 06:55:27,,9.233333342605167,6.064814806720357,2.15992662388727,1.4669565559189175,,,,1.966666667825646,0,0,0.0
2026-06-30 06:55:28,,13.700000007947287,6.337499992478461,2.564078129747567,2.8714023575715446,,,,2.900000000993411,0,0,0.0
2026-06-30 06:55:29,,18.166666673289406,6.74540229181677,3.3413825719046786,3.4181253123556434,,,,3.8333333341611757,0,0,0.0
2026-06-30 06:55:30,,22.633333338631523,7.2749999933772616,4.3811020143912485,3.5055867815331907,,,,4.76666666732894,1,0,0.0
2026-06-30 06:55:31,,27.100000003973644,7.914516122751339,5.588618818942409,3.4329562398967486,,,,5.700000000496706,1,0,0.0
2026-06-30 06:55:32,,31.566666669315765,8.653645827331477,6.9070371490622335,3.3173443713013384,,,,6.633333333664471,1,0,0.0
2026-06-30 06:55:33,,36.03333333465788,9.483333327553488,8.302583805374104,3.1977996967571816,,,,7.566666666832235,1,0,0.0
2026-06-30 06:55:34,40.5,40.5,10.395588229684268,9.753928868547044,3.086388279550395,0.95,M4.5,critical,8.5,1,0,0.0
2026-06-30 06:55:35,,37.96666666666667,11.183333327883767,10.679882986506094,2.507830221318438,,,,14.286666870117188,0,0,0.0
2026-06-30 06:55:36,,35.43333333333334,11.856944439146254,11.275465212319858,2.0909459990632993,,,,20.073333740234375,0,0,0.0
2026-06-30 06:55:37,,32.9,12.425675670520679,11.643556152837892,1.7584253507383003,,,,25.86000061035156,0,0,0.0
2026-06-30 06:55:38,,30.366666666666667,12.897807012524522,11.848155346904715,1.474394884935558,,,,31.646667480468746,0,0,0.0
2026-06-30 06:55:39,,27.833333333333336,13.280769225878593,11.933329325293373,1.219489020923512,,,,37.43333435058594,0,0,0.0
2026-06-30 06:55:40,,25.3,13.581249995231627,11.931659689135182,0.982155902888997,,,,43.22000122070312,0,0,0.0
2026-06-30 06:55:41,,22.766666666666666,13.80528454819346,11.868582100725142,0.7550507747993905,,,,49.006668090820305,0,0,0.0
2026-06-30 06:55:42,,20.233333333333334,13.958333328792026,11.764835625837591,0.5333691178333715,,,,54.79333496093749,0,0,0.0
2026-06-30 06:55:43,,17.700000000000003,14.045348832773607,11.637930735611459,0.3140292932748827,,,,60.58000183105468,0,0,0.0
2026-06-30 06:55:44,,15.166666666666668,14.070833328998448,11.503052085742265,0.09526457226720121,,,,66.36666870117188,0,0,0.0
2026-06-30 06:55:45,,12.633333333333333,14.038888884650335,11.373603210397471,-0.1235804981130582,,,,72.15333557128906,0,0,0.0
2026-06-30 06:55:46,,10.100000000000001,13.953260865418807,11.26150470096668,-0.342162167873217,,,,77.94000244140624,0,0,0.0
